2to3	python2-basic
testepsg	python-extras
testparm	samba
testpattern	desktop
testpmd	network-basic
testr	software-testing
testsaslauthd	devpkg-cyrus-sasl
testsolv	devpkg-libsolv
tex	texlive
tex2aspc	texlive
tex2lyx	LyX
tex4ebook	texlive
tex4ht	texlive
texconfig	texlive
texconfig-dialog	texlive
texconfig-sys	texlive
texcount	texlive
texdef	texlive
texdiff	texlive
texdirflatten	texlive
texdoc	texlive
texdoctk	texlive
texexec	texlive
texfot	texlive
texhash	texlive
texi2any	texinfo
texi2dvi	texinfo
texi2pdf	texinfo
texindex	texinfo
texlinks	texlive
texliveonfly	texlive
texloganalyser	texlive
texlua	texlive
texlua53	texlive
texluac	texlive
texluajit	texlive
texluajitc	texlive
texmaker	texmaker
texmfstart	texlive
texosquery	texlive
texosquery-jre5	texlive
texosquery-jre8	texlive
text2pcap	wireshark
text2tt	amateur-radio
tflite_convert	machine-learning-tensorflow
tfmtodit	sysadmin-basic
tftopl	texlive
tgt-admin	openstack-common
tgt-setup-lun	openstack-common
tgtadm	openstack-common
tgtd	openstack-common
tgtimg	openstack-common
theano-cache	machine-learning-basic
theano-nose	machine-learning-basic
thermald	thermal_daemon
thin_check	storage-utils
thin_delta	storage-utils
thin_dump	storage-utils
thin_ls	storage-utils
thin_metadata_size	storage-utils
thin_repair	storage-utils
thin_restore	storage-utils
thin_rmap	storage-utils
thin_trim	storage-utils
thumbpdf	texlive
thunar	xfce4-desktop
thunar-settings	xfce4-desktop
thunar-volman	xfce4-desktop
thunar-volman-settings	xfce4-desktop
thunderbird	thunderbird
tic	sysadmin-basic
tidy_changelog	perl-extras
tie	texlive
tiff-test	desktop-kde
tiff2bw	devpkg-tiff
tiff2pdf	devpkg-tiff
tiff2ps	devpkg-tiff
tiff2rgba	devpkg-tiff
tiffcmp	devpkg-tiff
tiffcp	devpkg-tiff
tiffcrop	devpkg-tiff
tiffdither	devpkg-tiff
tiffdump	devpkg-tiff
tiffinfo	devpkg-tiff
tiffmedian	devpkg-tiff
tiffset	devpkg-tiff
tiffsplit	devpkg-tiff
tificc	devpkg-lcms2
tig	dev-utils
tiller	cloud-native-basic
time	sysadmin-basic
timed-read	tcl-basic
timed-run	tcl-basic
timedatectl	os-core
timemaster	time-server-basic
timeout	os-core
tipc	os-core
tiptop	performance-tools
tjbench	devpkg-libjpeg-turbo
tkmib	performance-tools
tknewsbiff	tcl-basic
tkpasswd	tcl-basic
tlcockpit	texlive
tlmgr	texlive
tload	os-core
tlshell	texlive
tmux	tmux
tnameserv	java-runtime
tnameserv11	java11-basic
tnameserv9	java9-basic
to_erl	openstack-common
toco	machine-learning-tensorflow
toco_from_protos	machine-learning-tensorflow
toe	sysadmin-basic
top	htop
top2	os-core
totem	totem
totem-video-thumbnailer	totem
touch	os-core
touchpad-edge-detector	devpkg-libevdev
tox	django
tox-quickstart	django
tpic2pdftex	texlive
tpm2-abrmd	cryptoprocessor-management
tpm2_activatecredential	cryptoprocessor-management
tpm2_certify	cryptoprocessor-management
tpm2_create	cryptoprocessor-management
tpm2_createpolicy	cryptoprocessor-management
tpm2_createprimary	cryptoprocessor-management
tpm2_dictionarylockout	cryptoprocessor-management
tpm2_encryptdecrypt	cryptoprocessor-management
tpm2_evictcontrol	cryptoprocessor-management
tpm2_getcap	cryptoprocessor-management
tpm2_getmanufec	cryptoprocessor-management
tpm2_getpubak	cryptoprocessor-management
tpm2_getpubek	cryptoprocessor-management
tpm2_getrandom	cryptoprocessor-management
tpm2_hash	cryptoprocessor-management
tpm2_hmac	cryptoprocessor-management
tpm2_listpersistent	cryptoprocessor-management
tpm2_load	cryptoprocessor-management
tpm2_loadexternal	cryptoprocessor-management
tpm2_makecredential	cryptoprocessor-management
tpm2_nvdefine	cryptoprocessor-management
tpm2_nvlist	cryptoprocessor-management
tpm2_nvread	cryptoprocessor-management
tpm2_nvreadlock	cryptoprocessor-management
tpm2_nvrelease	cryptoprocessor-management
tpm2_nvwrite	cryptoprocessor-management
tpm2_pcrevent	cryptoprocessor-management
tpm2_pcrextend	cryptoprocessor-management
tpm2_pcrlist	cryptoprocessor-management
tpm2_quote	cryptoprocessor-management
tpm2_rc_decode	cryptoprocessor-management
tpm2_readpublic	cryptoprocessor-management
tpm2_rsadecrypt	cryptoprocessor-management
tpm2_rsaencrypt	cryptoprocessor-management
tpm2_send	cryptoprocessor-management
tpm2_sign	cryptoprocessor-management
tpm2_startup	cryptoprocessor-management
tpm2_takeownership	cryptoprocessor-management
tpm2_unseal	cryptoprocessor-management
tpm2_verifysignature	cryptoprocessor-management
tpm_server	os-testsuite
tput	sysadmin-basic
tqdm	machine-learning-basic
tr	os-core
trace	linux-tools
trace-cmd	dev-utils
tracepath	network-basic
tracepath6	network-basic
traceroute	network-basic
traceroute6	network-basic
tracker	desktop-gnomelibs
transicc	devpkg-lcms2
translit	perl-extras
traptoemail	performance-tools
tred	graphviz
tree	sysadmin-basic
trietool	devpkg-libdatrie
trietool-0.2	devpkg-libdatrie
troff	sysadmin-basic
true	os-core
truncate	os-core
trust	p11-kit
ts	os-testsuite-0day
tset	sysadmin-basic
tshark	wireshark
tsort	os-core
tt2text	amateur-radio
ttcalc	amateur-radio
ttf2afm	texlive
ttf2cxf_stream	maker-cnc
ttf2kotexfont	texlive
ttf2pk	texlive
ttf2tfm	texlive
ttfdump	texlive
ttfread	hardware-printing
ttftotype42	texlive
ttx	fonttools
tty	os-core
tune2fs	os-core
turbostat	linux-tools
twopi	graphviz
typeoutfileinfo	texlive
typer	openstack-common
tzselect	os-core
ubiattach	mtd-utils
ubiblock	mtd-utils
ubicrc32	mtd-utils
ubidetach	mtd-utils
ubiformat	mtd-utils
ubimkvol	mtd-utils
ubinfo	mtd-utils
ubinize	mtd-utils
ubirename	mtd-utils
ubirmvol	mtd-utils
ubirsvol	mtd-utils
ubiupdatevol	mtd-utils
ucalc	perl-extras
ucd	os-cloudguest
ucd-aws	os-cloudguest
ucd-oci	os-cloudguest
ucmatose	hpc-utils
uconv	devpkg-icu4c
ucs2any	devpkg-font-util
udaddy	hpc-utils
udevadm	os-core
udisksctl	sysadmin-remote
udpong	hpc-utils
uget-gtk	uget
uget-gtk-1to2	uget
uic	devpkg-qtbase
ul	os-core
ulqda	texlive
umax_pp	desktop-dev
umount	os-core
umount.nfs	nfs-utils
umount.nfs4	nfs-utils
umount.udisks2	sysadmin-remote
uname	os-core
uname26	os-core
unbuffer	tcl-basic
unbundle	unbundle
uncompress	gzip
uncrustify-kf5	desktop-kde-apps
unexpand	os-core
unflatten	graphviz
unicode_start	kbd
unicode_stop	kbd
unidecode	domotica
unifdef	dev-utils
unifdefall	dev-utils
uniq	os-core
unison	unison
unison-fsmonitor	unison
unit2	python-testing
unix-lpr.sh	desktop
unix2dos	sysadmin-basic
unix2mac	sysadmin-basic
unix_chkpwd	os-core
unix_update	os-core
unlink	os-core
unlz4	lz4
unlzma	xz
unmunch	kde-frameworks5-dev
unpack200	java-runtime
unpack20011	java11-basic
unpack2009	java9-basic
unprocessed_raw	devpkg-LibRaw
unshar	sysadmin-basic
unshare	os-core
unsquashfs	storage-utils
unwrapdiff	dev-utils
unxz	xz
unzip	unzip
unzipsfx	unzip
unzstd	zstd
upbibtex	texlive
update-desktop-database	desktop
update-fragment	service-os-dev
update-helper	os-core-update
update-mime-database	devpkg-shared-mime-info
update-pciids	sysadmin-basic
update-smart-drivedb	smartmontools
updatedb	findutils
updateinfoxml2solv	devpkg-libsolv
updmap	texlive
updmap-sys	texlive
updmap-user	texlive
updvitomp	texlive
updvitype	texlive
upmendex	texlive
upmpost	texlive
upower	desktop
uppltotf	texlive
uptex	texlive
uptftopl	texlive
uptime	os-core
urifind	perl-extras
urlbst	texlive
urlgrabber	koji
urxvt	desktop-awesome
urxvtc	desktop-awesome
urxvtd	desktop-awesome
usb-devices	sysadmin-basic
usbhid-dump	sysadmin-basic
usbredirserver	devpkg-usbredir
use-devel-checklib	perl-extras
useradd	os-core
usercrash-wrapper	software-defined-cockpit-dev
usercrash_c	software-defined-cockpit-dev
usercrash_s	software-defined-cockpit-dev
userdel	os-core
userhelper	package-utils
usermod	os-core
users	os-core
utm2ll	amateur-radio
utmpdump	os-core
uuclient	enterprise-login
uudecode	sysadmin-basic
uuencode	sysadmin-basic
uuidd	os-core
uuidgen	os-core
uuidparse	os-core
uuserver	enterprise-login
uwsgi	application-server
uxterm	xterm
v4l2-compliance	v4l-utils
v4l2-ctl	v4l-utils
v4l2-dbg	v4l-utils
v4l2-sysfs-path	v4l-utils
vacuumdb	postgresql
vads	software-defined-cockpit
vainfo	libva-utils
vala	devpkg-vala
vala-0.42	devpkg-vala
vala-gen-introspect	devpkg-vala
vala-gen-introspect-0.42	devpkg-vala
valac	devpkg-vala
valac-0.42	devpkg-vala
valadoc	devpkg-vala
valadoc-0.42	devpkg-vala
valgrind	valgrind
valgrind-di-server	valgrind
valgrind-listener	valgrind
validation_app	computer-vision-basic
vapigen	devpkg-vala
vapigen-0.42	devpkg-vala
vavpp	libva-utils
vbc	mono
vdir	os-core
vendstat	hpc-utils
verify-uselistorder	llvm
verify_blkparse	performance-tools
verifytime	os-core-update
veritysetup	boot-encrypted
vftovp	texlive
vgcfgbackup	boot-encrypted
vgcfgrestore	boot-encrypted
vgchange	boot-encrypted
vgck	boot-encrypted
vgconvert	boot-encrypted
vgcreate	boot-encrypted
vgdb	valgrind
vgdisplay	boot-encrypted
vgexport	boot-encrypted
vgextend	boot-encrypted
vgimport	boot-encrypted
vgimportclone	boot-encrypted
vgmerge	boot-encrypted
vgmknodes	boot-encrypted
vgreduce	boot-encrypted
vgremove	boot-encrypted
vgrename	boot-encrypted
vgs	boot-encrypted
vgscan	boot-encrypted
vgsplit	boot-encrypted
vi	vim
vidir	os-testsuite-0day
view	vim
vigr	os-core
vim	vim
vimdiff	vim
vimdot	graphviz
vimtutor	vim
vinagre	vinagre
vipe	os-testsuite-0day
vipw	os-core
virsh	kvm-host
virt-admin	kvm-host
virt-clone	virt-manager
virt-convert	virt-manager
virt-host-validate	kvm-host
virt-install	virt-manager
virt-login-shell	kvm-host
virt-manager	virt-manager
virt-pki-validate	kvm-host
virt-viewer	virt-viewer
virt-xml	virt-manager
virt-xml-validate	kvm-host
virtfs-proxy-helper	kvm-host
virtlockd	kvm-host
virtlogd	kvm-host
virtualenv	python3-basic
visudo	sudo
vkcube	dev-utils-dev
vkcubepp	dev-utils-dev
vlc	vlc
vlc-wrapper	vlc
vlna	texlive
vlock	kbd
vma_stats	hpc-utils
vmad	hpc-utils
vmcore-dmesg	os-cloudguest-azure
vmhgfs-fuse	os-cloudguest-vmware
vmstat	os-core
vmtoolsd	os-cloudguest-vmware
vmware-checkvm	os-cloudguest-vmware
vmware-guestproxycerttool	os-cloudguest-vmware
vmware-hgfsclient	os-cloudguest-vmware
vmware-namespace-cmd	os-cloudguest-vmware
vmware-rpctool	os-cloudguest-vmware
vmware-toolbox-cmd	os-cloudguest-vmware
vmware-user	os-cloudguest-vmware
vmware-user-suid-wrapper	os-cloudguest-vmware
vmware-vmblock-fuse	os-cloudguest-vmware
vmware-xferlogs	os-cloudguest-vmware
vncconfig	tigervnc
vncpasswd	tigervnc
vncserver	tigervnc
vncviewer	tigervnc
volume_key	sysadmin-remote
vp8enc	libva-utils
vp9enc	libva-utils
vpddecode	sysadmin-basic
vpe	texlive
vpl2ovp	texlive
vpl2vpl	texlive
vppblending	libva-utils
vppchromasitting	libva-utils
vppdenoise	libva-utils
vppscaling_csc	libva-utils
vppsharpness	libva-utils
vptovf	texlive
vpxdec	desktop-dev
vpxenc	desktop-dev
vsyasm	yasm
vte-2.91	desktop-dev
vtep-ctl	network-basic
vtysh	quagga
vulkaninfo	dev-utils-dev
w	os-core
waagent	os-cloudguest-azure
waitress-serve	ceph
wall	os-core
wasm-ld	llvm
watch	os-core
watchdogctl	openstack-common
watchdogd	openstack-common
watchgnupg	cryptography
watchquagga	quagga
wavpack	desktop-dev
wayland-scanner	devpkg-wayland
wbemcli	desktop-dev
wbemcli.bat	desktop-dev
wbemcli.py	desktop-dev
wbinfo	samba
wc	os-core
wcap-decode	x11-server
wcgrep	desktop-kde-apps
wdctl	os-core
weather	tcl-basic
weave	texlive
weblint	perl-extras
webpinfo	devpkg-libwebp
webpmux	devpkg-libwebp
webpng	devpkg-libgd
websockify	openstack-common
weechat	weechat
weechat-curses	weechat
weechat-headless	weechat
wemo	domotica
werror-test	desktop-kde
weston	x11-server
weston-calibrator	weston-extras
weston-clickdot	weston-extras
weston-cliptest	weston-extras
weston-confine	weston-extras
weston-dnd	weston-extras
weston-editor	weston-extras
weston-eventdemo	weston-extras
weston-flower	weston-extras
weston-fullscreen	weston-extras
weston-image	weston-extras
weston-info	x11-server
weston-launch	x11-server
weston-multi-resource	weston-extras
weston-presentation-shm	weston-extras
weston-resizor	weston-extras
weston-scaler	weston-extras
weston-simple-damage	weston-extras
weston-simple-dmabuf-drm	weston-extras
weston-simple-dmabuf-v4l	weston-extras
weston-simple-egl	weston-extras
weston-simple-shm	weston-extras
weston-simple-touch	weston-extras
weston-smoke	weston-extras
weston-stacking	weston-extras
weston-subsurfaces	weston-extras
weston-terminal	x11-server
weston-touch-calibrator	x11-server
weston-transformed	weston-extras
wflinfo	developer-gpu
wg	network-basic
wg-quick	network-basic
wget	wget
whatis	sysadmin-basic
wheel	diffoscope
whereis	os-core
which	which
whiptail	devpkg-newt
who	os-core
whoami	os-core
whois	network-basic
widl	wine
winbindd	samba
windmc	binutils
windres	binutils
wine	wine
wine-preloader	wine
wineboot	wine
winebuild	wine
winecfg	wine
wineconsole	wine
winecpp	wine
winedbg	wine
winedump	wine
winefile	wine
wineg++	wine
winegcc	wine
winemaker	wine
winemine	wine
winepath	wine
wineserver	wine
winpr-hash	pidgin
winpr-makecert	pidgin
wipefs	os-core
wireshark	wireshark
wish	tcl-basic
wish8.6	tcl-basic
wlfreerdp	pidgin
wmc	wine
wnck-urgency-monitor	os-utils-gui-dev
wnck-urgency-monitor-3	devpkg-libwnck3
wnckprop	os-utils-gui-dev
wnckprop-3	devpkg-libwnck3
wofm2opl	texlive
wol	pxe-server
wol-bootptab	pxe-server
wol-dhcpdconf	pxe-server
wopl2ofm	texlive
word-list-compress	sysadmin-basic
wordcount	texlive
wordforms	kde-frameworks5-dev
wordlist2hunspell	kde-frameworks5-dev
wovf2ovp	texlive
wovp2ovf	texlive
wpa_cli	wpa_supplicant
wpa_passphrase	wpa_supplicant
wpa_supplicant	wpa_supplicant
wrc	wine
write-test	desktop-kde
write2-test	desktop-kde
wrjpgcom	devpkg-libjpeg-turbo
wrmsr	performance-tools
wsdl	mono
wsdl2	mono
wsdump.py	docker-compose
wsgen	java-runtime
wsgen11	java11-basic
wsgen9	java9-basic
wsimport	java-runtime
wsimport11	java11-basic
wsimport9	java9-basic
wsrep_sst_common	database-basic
wsrep_sst_mariabackup	database-basic
wsrep_sst_mysqldump	database-basic
wsrep_sst_rsync	database-basic
wsrep_sst_rsync_wan	database-basic
wsrep_sst_xtrabackup	database-basic
wsrep_sst_xtrabackup-v2	database-basic
wvgain	desktop-dev
wvtag	desktop-dev
wvunpack	desktop-dev
x0vncserver	tigervnc
x11perf	os-testsuite-phoronix-desktop
x11perfcomp	os-testsuite-phoronix-desktop
x11vnc	x11vnc
x86_64	os-core
x86_64-generic-linux-c++	c-basic
x86_64-generic-linux-g++	c-basic
x86_64-generic-linux-gcc	c-basic
x86_64-generic-linux-gcc-8.3.1	c-basic
x86_64-generic-linux-gcc-ar	c-basic
x86_64-generic-linux-gcc-nm	c-basic
x86_64-generic-linux-gcc-ranlib	c-basic
x86_64-generic-linux-gfortran	c-basic
x86_64-generic-linux-gnu-pkg-config	c-basic
x86_energy_perf_policy	linux-tools
xapian-check	devpkg-xapian-core
xapian-compact	devpkg-xapian-core
xapian-config	devpkg-xapian-core
xapian-delve	devpkg-xapian-core
xapian-metadata	devpkg-xapian-core
xapian-pos	devpkg-xapian-core
xapian-progsrv	devpkg-xapian-core
xapian-replicate	devpkg-xapian-core
xapian-replicate-server	devpkg-xapian-core
xapian-tcpsrv	devpkg-xapian-core
xargs	findutils
xastir	amateur-radio
xastir_udp_client	amateur-radio
xattr	openstack-common
xauth	x11-tools
xbuild	mono
xclip	x11-tools
xclip-copyfile	x11-tools
xclip-cutfile	x11-tools
xclip-pastefile	x11-tools
xcursorgen	desktop-dev
xdg-desktop-icon	desktop-i3
xdg-desktop-menu	desktop-i3
xdg-email	desktop-i3
xdg-icon-resource	desktop-i3
xdg-mime	desktop-i3
xdg-open	desktop-i3
xdg-screensaver	desktop-i3
xdg-settings	desktop-i3
xdg-user-dir	desktop
xdg-user-dirs-gtk-update	desktop
xdg-user-dirs-update	desktop
xdotool	x11-tools
xdpyinfo	x11-tools
xdt-autogen	xfce4-desktop
xdt-commit	xfce4-desktop
xdt-csource	xfce4-desktop
xdvipdfmx	texlive
xemacs	xemacs
xembedsniproxy	desktop-kde
xenapi_bootstrap	openstack-common
xetex	texlive
xfburn	xfce4-desktop
xfce4-about	xfce4-desktop
xfce4-accessibility-settings	xfce4-desktop
xfce4-appearance-settings	xfce4-desktop
xfce4-appfinder	xfce4-desktop
xfce4-display-settings	xfce4-desktop
xfce4-find-cursor	xfce4-desktop
xfce4-keyboard-settings	xfce4-desktop
xfce4-kiosk-query	os-utils-gui-dev
xfce4-mime-settings	xfce4-desktop
xfce4-mouse-settings	xfce4-desktop
xfce4-notifyd-config	xfce4-desktop
xfce4-panel	xfce4-desktop
xfce4-popup-applicationsmenu	xfce4-desktop
xfce4-popup-directorymenu	xfce4-desktop
xfce4-popup-whiskermenu	xfce4-desktop
xfce4-popup-windowmenu	xfce4-desktop
xfce4-screenshooter	xfce4-desktop
xfce4-session	xfce4-desktop
xfce4-session-logout	xfce4-desktop
xfce4-session-settings	xfce4-desktop
xfce4-settings-editor	xfce4-desktop
xfce4-settings-manager	xfce4-desktop
xfce4-terminal	xfce4-desktop
xfconf-query	xfce4-desktop
xfdesktop	xfce4-desktop
xfdesktop-settings	xfce4-desktop
xflock4	xfce4-desktop
xfontsel	x11-tools
xfreerdp	pidgin
xfrun4	xfce4-desktop
xfs_admin	xfsprogs
xfs_bmap	xfsprogs
xfs_copy	xfsprogs
xfs_db	xfsprogs
xfs_estimate	xfsprogs
xfs_freeze	xfsprogs
xfs_fsr	xfsprogs
xfs_growfs	xfsprogs
xfs_info	xfsprogs
xfs_io	xfsprogs
xfs_logprint	xfsprogs
xfs_mdrestore	xfsprogs
xfs_metadump	xfsprogs
xfs_mkfile	xfsprogs
xfs_ncheck	xfsprogs
xfs_quota	xfsprogs
xfs_repair	xfsprogs
xfs_rtcp	xfsprogs
xfs_scrub	xfsprogs
xfs_spaceman	xfsprogs
xfsettingsd	xfce4-desktop
xfwm4	xfce4-desktop
xfwm4-settings	xfce4-desktop
xfwm4-tweaks-settings	xfce4-desktop
xfwm4-workspace-settings	xfce4-desktop
xgettext	kvm-host
xgettext.pl	perl-extras
xhlatex	texlive
xhost	x11-tools
xinit	x11-server
xinput	x11-tools
xjc	java-runtime
xjc11	java11-basic
xjc9	java9-basic
xkbcomp	x11-tools
xkeystone	x11-tools
xkibitz	tcl-basic
xkill	x11-tools
xlog	amateur-radio
xminicom	sysadmin-basic
xml	os-clr-on-clr
xml2-config	libxml2
xml2pot	desktop-kde-apps
xml_grep	perl-extras
xml_merge	perl-extras
xml_pp	perl-extras
xml_spellcheck	perl-extras
xml_split	perl-extras
xmlcatalog	libxml2
xmlif	os-core-dev
xmllint	libxml2
xmlpatterns	qt-basic
xmlpatternsvalidator	qt-basic
xmlsec1	devpkg-xmlsec1
xmlsec1-config	devpkg-xmlsec1
xmlstarlet	os-clr-on-clr
xmlto	os-core-dev
xmlwf	devpkg-expat
xmodmap	x11-tools
xmpdump	desktop-kde
xmpparse	desktop-kde
xmpparser-test	desktop-kde
xmpprint	desktop-kde
xmpsample	desktop-kde
xorrecord	cloud-control
xorriso	cloud-control
xorrisofs	cloud-control
xpath	perl-extras
xprop	x11-tools
xpstat	tcl-basic
xrandr	x11-tools
xrdb	x11-tools
xrdp	x11-tools
xrdp-chansrv	x11-tools
xrdp-dis	x11-tools
xrdp-genkeymap	x11-tools
xrdp-keygen	x11-tools
xrdp-sesadmin	x11-tools
xrdp-sesman	x11-tools
xrdp-sesrun	x11-tools
xrestop	x11-tools
xscreensaver	x11-tools
xscreensaver-command	x11-tools
xscreensaver-demo	x11-tools
xscreensaver-getimage	x11-tools
xscreensaver-getimage-file	x11-tools
xscreensaver-getimage-video	x11-tools
xscreensaver-text	x11-tools
xsd	mono
xset	x11-tools
xsetroot	x11-tools
xsetwacom	devpkg-xf86-input-wacom
xslt-config	libxslt
xsltproc	libxslt
xsubpp	perl-basic
xtables-legacy-multi	iptables
xtables-monitor	iptables
xtables-nft-multi	iptables
xterm	xterm
xtrace	os-core
xvfb-run	x11-server
xwd	x11-tools
xwininfo	x11-tools
xxd	vim
xz	xz
xzcat	xz
xzcmp	xz
xzdec	xz
xzdiff	xz
xzegrep	xz
xzfgrep	xz
xzgrep	xz
xzless	xz
xzmore	xz
yacc	bison
yakuake	yakuake
yamidecode	desktop-apps
yamiencode	desktop-apps
yamiinfo	desktop-apps
yamitranscode	desktop-apps
yamivpp	desktop-apps
yaml-bench	llvm
yaml2obj	llvm
yappi	openstack-common
yarn	big-data-basic
yarn-daemon.sh	big-data-basic
yarn-daemons.sh	big-data-basic
yasm	yasm
yat2m	devpkg-libgpg-error
yelp	desktop
yelp-build	desktop-dev
yelp-check	desktop-dev
yelp-new	desktop-dev
yes	os-core
ypdomainname	os-cloudguest-azure
yplan	texlive
ytasm	yasm
yum	koji
yum-updatesd	koji
z3	dev-utils-dev
zcat	gzip
zcmp	gzip
zdiff	gzip
zdump	os-core
zebra	quagga
zegrep	gzip
zenity	games
zfgrep	gzip
zforce	gzip
zgrep	gzip
zic	os-core
zip	zip
zipcloak	zip
zipcmp	devpkg-libzip
zipdetails	perl-basic
zipgrep	unzip
zipinfo	unzip
zipmerge	devpkg-libzip
zipnote	zip
zipsplit	zip
ziptool	devpkg-libzip
zless	gzip
zlib-flate	devpkg-qpdf
zmore	gzip
znc	znc
znc-buildmod	znc
znew	gzip
zone2json	pdns
zone2sql	pdns
zonetab2pot.py	desktop-kde-apps
zope-testrunner	koji
zramctl	os-core
zrun	os-testsuite-0day
zsh	zsh
zsh-5.7.1	zsh
zstd	zstd
zstdcat	zstd
zstdgrep	zstd
zstdless	zstd
zstdmt	zstd
zvmsdk-gentoken	openstack-common
zvmsdk-wsgi	openstack-common
